IDPLAYER,PLAYERNAME,BIRTHDATE,FIRSTNAME,LASTNAME,TEAM,LG,POS,IDFANGRAPHS,FANGRAPHSNAME,MLBID,MLBNAME,CBSID,CBSNAME,RETROID,BREFID,NFBCID,NFBCNAME,ESPNID,ESPNNAME,KFFLNAME,DAVENPORTID,BPID,YAHOOID,YAHOONAME,MSTRBLLNAME,BATS,THROWS,FANTPROSNAME,LASTCOMMAFIRST,ROTOWIREID,FANDUELNAME,FANDUELID,DRAFTKINGSNAME,OTTONEUID,HQID
taylomi02,Michael Taylor,"Mar 26, 1991",Michael,Taylor,WAS,NL,OF,11489,Michael Taylor,572191,Michael Taylor,1954849,Michael Taylor,taylm002,taylomi02,9784,Michael A. Taylor,32219,Michael Taylor,,,66594,9784,Michael A. Taylor,"Taylor, Michael",R,R,Michael Taylor,"Taylor, Michael",,Michael A. Taylor,21074,Michael A. Taylor,12139,4713
tazawju01,Junichi Tazawa,"Jun 6, 1986",Junichi,Tazawa,BOS,AL,P,4079,Junichi Tazawa,547749,Junichi Tazawa,1655261,Junichi Tazawa,tazaj001,tazawju01,8392,Junichi Tazawa,30095,Junichi Tazawa,,TAZAWA19860606A,58984,8392,Junichi Tazawa,"Tazawa, Junichi",R,R,Junichi Tazawa,"Tazawa, Junichi",10787,Junichi Tazawa,5752,Junichi Tazawa,9267,
teagata01,Taylor Teagarden,"Dec 21, 1983",Taylor,Teagarden,CHC,NL,C,5199,Taylor Teagarden,460003,Taylor Teagarden,593277,Taylor Teagarden,teagt001,teagata01,8306,Taylor Teagarden,29191,Taylor Teagarden,,TEAGARDEN19831221A,46822,8306,Taylor Teagarden,"Teagarden, Taylor",R,R,Taylor Teagarden,"Teagarden, Taylor",,Taylor Teagarden,5358,Taylor Teagarden,1607,
teahema01,Mark Teahen,"Sep 6, 1981",Mark,Teahen,N/A,N/A,3B,4511,Mark Teahen,433597,Mark Teahen,490439,Mark Teahen,teahm001,teahema01,9771,Chris Taylor,,,,TEAHEN19810906A,43583,,,"Teahen, Mark",L,R,,"Teahen, Mark",,,,,14764,
teherju01,Julio Teheran,"Jan 27, 1991",Julio,Teheran,ATL,NL,P,6797,Julio Teheran,527054,Julio Teheran,1718082,Julio Teheran,tehej001,teherju01,8846,Julio Teheran,31091,Julio Teheran,,TEHERAN19910127A,58731,8846,Julio Teheran,"Teheran, Julio",R,R,Julio Teheran,"Teheran, Julio",10042,Julio Teheran,12918,Julio Teheran,5750,3650
teixema01,Mark Teixeira,"Apr 11, 1980",Mark,Teixeira,NYY,AL,1B,1281,Mark Teixeira,407893,Mark Teixeira,284645,Mark Teixeira,teixm001,teixema01,6788,Mark Teixeira,4937,Mark Teixeira,Mark Teixeira,TEIXEIRA19810411A,16631,6788,Mark Teixeira,"Teixeira, Mark",B,R,Mark Teixeira,"Teixeira, Mark",6641,Mark Teixeira,5387,Mark Teixeira,7080,624
tejadmi01,Miguel Tejada,"May 25, 1974",Miguel,Tejada,N/A,N/A,SS,941,Miguel Tejada,123173,Miguel Tejada,8122,Miguel Tejada,tejam001,tejadmi01,5888,Miguel Tejada,3727,Miguel Tejada,,TEJADA19760525A,964,5888,Miguel Tejada,"Tejada, Miguel",R,R,,"Tejada, Miguel",,,,,7115,
tejadru01,Ruben Tejada,"Oct 27, 1989",Ruben,Tejada,SF,NL,3B,5519,Ruben Tejada,514913,Ruben Tejada,1595127,Ruben Tejada,tejar001,tejadru01,8672,Ruben Tejada,29661,Ruben Tejada,Ruben Tejada,TEJADA19890901A,56850,8672,Ruben Tejada,"Tejada, Ruben",R,R,Ruben Tejada,"Tejada, Ruben",10330,Ruben Tejada,11349,Ruben Tejada,5496,3457
tekotbl01,Blake Tekotte,"May 24, 1987",Blake,Tekotte,CHW,AL,OF,8810,Blake Tekotte,493574,Blake Tekotte,1666696,Blake Tekotte,tekob001,tekotbl01,8939,Blake Tekotte,30842,Blake Tekotte,,TEKOTTE19870524A,58733,8939,Blake Tekotte,"Tekotte, Blake",L,R,,"Tekotte, Blake",,,,,4797,
tepesni01,Nick Tepesch,"Oct 12, 1988",Nick,Tepesch,LAD,NL,P,11716,Nick Tepesch,519344,Nick Tepesch,2040772,Nick Tepesch,tepen001,tepesni01,9346,Nick Tepesch,32700,Nick Tepesch,,TEPESCH19881012A,68410,9346,Nick Tepesch,"Tepesch, Nick",R,R,,"Tepesch, Nick",9849,Nick Tepesch,38124,Nick Tepesch,18226,
thameer01,Eric Thames,"Nov 10, 1986",Eric,Thames,MIL,NL,OF,3711,Eric Thames,519346,Eric Thames,1741019,Eric Thames,thame001,thameer01,8930,Eric Thames,30709,Eric Thames,,THAMES19861110A,59346,,,"Thames, Eric",L,R,,"Thames, Eric",,,,,5119,
thatcjo01,Joe Thatcher,"Oct 4, 1981",Joe,Thatcher,N/A,N/A,P,4620,Joe Thatcher,491159,Joe Thatcher,1208680,Joe Thatcher,thatj001,thatcjo01,8076,Joe Thatcher,28836,Joe Thatcher,,THATCHER19810410A,49580,8076,Joe Thatcher,"Thatcher, Joe",L,L,,"Thatcher, Joe",,Joe Thatcher,5041,Joe Thatcher,1441,
thayeda01,Dale Thayer,"Dec 17, 1980",Dale,Thayer,N/A,N/A,P,5032,Dale Thayer,445612,Dale Thayer,1103764,Dale Thayer,thayd001,thayeda01,8486,Dale Thayer,29817,Dale Thayer,,THAYER19801217A,45591,8486,Dale Thayer,"Thayer, Dale",R,R,Dale Thayer,"Thayer, Dale",8961,Dale Thayer,6188,Dale Thayer,1582,
theriry01,Ryan Theriot,"Dec 7, 1979",Ryan,Theriot,N/A,N/A,2B,3811,Ryan Theriot,444135,Ryan Theriot,392195,Ryan Theriot,therr001,theriry01,7670,Ryan Theriot,6437,Ryan Theriot,,THERIOT19791207A,43648,,,"Theriot, Ryan",R,R,,"Theriot, Ryan",,,,,15263,
tholejo01,Josh Thole,"Oct 28, 1986",Josh,Thole,TOR,AL,C,9689,Josh Thole,489365,Josh Thole,1661439,Josh Thole,tholj001,tholejo01,8569,Josh Thole,30188,Josh Thole,Josh Thole,THOLE19861028A,46730,8569,Josh Thole,"Thole, Josh",L,R,Josh Thole,"Thole, Josh",,Josh Thole,6288,Josh Thole,3715,
thomaju01,Justin Thomas,"Jan 18, 1984",Justin,Thomas,N/A,N/A,P,9910,Justin Thomas,476206,Justin Thomas,1207708,Justin Thomas,thomj006,thomaju01,8360,Justin Thomas,,,,THOMAS19840118A,49004,8360,Justin Thomas,"Thomas, Justin",L,L,,"Thomas, Justin",,,,,1557,
thomeji01,Jim Thome,"Aug 27, 1970",Jim,Thome,N/A,N/A,1B,409,Jim Thome,123272,Jim Thome,8127,Jim Thome,thomj002,thomeji01,4762,Jim Thome,2604,Jim Thome,,THOME19700827A,1127,,,"Thome, Jim",L,R,,"Thome, Jim",,,,,4125,
thompja03,Jake Thompson,"Jan 31, 1994",Jake,Thompson,PHI,NL,P,14371,Jake Thompson,622097,Jake Thompson,,,,thompja03,,,32832,Jake Thompson,,,,,,,R,R,,"Thompson, Jake",,,,,,
thomptr01,Trayce Thompson,"Mar 15, 1991",Trayce,Thompson,LAD,NL,OF,9952,Trayce Thompson,572204,Trayce Thompson,1741020,,,thomptr01,10040,,30743,Trayce Thompson,,,60737,,,"Thompson, Trayce",R,R,,"Thompson, Trayce",,Trayce Thompson,13596,Trayce Thompson,12512,
thornma01,Matt Thornton,"Sep 15, 1976",Matt,Thornton,SD,NL,P,1918,Matt Thornton,407819,Matt Thornton,224395,Matt Thornton,thorm001,thornma01,7212,Matt Thornton,5650,Matt Thornton,,THORNTON19760915A,31683,7212,Matt Thornton,"Thornton, Matt",L,L,Matt Thornton,"Thornton, Matt",7385,Matt Thornton,5649,Matt Thornton,15275,
thornty01,Tyler Thornburg,"Sep 29, 1988",Tyler,Thornburg,BOS,AL,P,10688,Tyler Thornburg,592804,Tyler Thornburg,1840443,Tyler Thornburg,thort001,thornty01,9219,Tyler Thornburg,31887,Tyler Thornburg,,THORNBURG19880929A,67137,9219,Tyler Thornburg,"Thornburg, Tyler",R,R,,"Thornburg, Tyler",11585,Tyler Thornburg,17112,Tyler Thornburg,13957,
tillmch01,Chris Tillman,"Apr 15, 1988",Chris,Tillman,BAL,AL,P,5279,Chris Tillman,501957,Chris Tillman,1499976,Chris Tillman,tillc001,tillmch01,8411,Chris Tillman,30285,Chris Tillman,,TILLMAN19880415A,50062,8411,Chris Tillman,"Tillman, Chris",R,R,Chris Tillman,"Tillman, Chris",9301,Chris Tillman,5686,Chris Tillman,4175,
tolesan01,Andrew Toles,"May 24, 1992",Andrew,Toles,LAD,NL,OF,13414,Andrew Toles,592808,Andrew Toles,2114642,,,tolesan01,10341,,33222,Andrew Toles,,,68700,,,"Toles, Andrew",L,R,,"Toles, Andrew",,,,,,
tollesh01,Shawn Tolleson,"Jan 19, 1988",Shawn,Tolleson,TEX,AL,P,10481,Shawn Tolleson,474521,Shawn Tolleson,1957303,Shawn Tolleson,tolls002,tollesh01,9206,Shawn Tolleson,31886,Shawn Tolleson,,TOLLESON19880119A,65765,9206,Shawn Tolleson,"Tolleson, Shawn",R,R,Shawn Tolleson,"Tolleson, Shawn",12315,Shawn Tolleson,21196,Shawn Tolleson,13992,4117
tollest01,Steve Tolleson,"Nov 1, 1983",Steve,Tolleson,N/A,N/A,OF,4450,Steve Tolleson,476270,Steve Tolleson,1103735,Steve Tolleson,tolls001,tollest01,8719,Steve Tolleson,29437,Steve Tolleson,,TOLLESON19831101A,49084,8719,Steve Tolleson,"Tolleson, Steve",R,R,Steve Tolleson,"Tolleson, Steve",,Steve Tolleson,12082,,1812,
tomasya01,Yasmany Tomas,"Nov 14, 1990",Yasmany,Tomas,ARI,NL,OF,17171,Yasmany Tomas,630111,Yasmany Tomas,2160873,Yasmany Tomas,,tomasya01,9850,Yasmany Tomas,33662,Yasmany Tomas,,,102355,9850,Yasmany Tomás,"Tomas, Yasmany",R,R,Yasmany Tomas,"Tomas, Yasmany",,Yasmany Tomas,60426,Yasmany Tomas,18412,4816
tomlijo01,Josh Tomlin,"Oct 19, 1984",Josh,Tomlin,CLE,AL,P,9388,Josh Tomlin,458708,Josh Tomlin,1758835,Josh Tomlin,tomlj001,tomlijo01,8769,Josh Tomlin,30944,Josh Tomlin,,TOMLIN19841019A,52032,8769,Josh Tomlin,"Tomlin, Josh",R,R,Josh Tomlin,"Tomlin, Josh",,Josh Tomlin,12455,Josh Tomlin,2788,3558
tomlike01,Kelby Tomlinson,"Jun 16, 1990",Kelby,Tomlinson,SF,NL,2B,13005,Kelby Tomlinson,605509,Kelby Tomlinson,2119960,,,tomlike01,10043,,33394,Kelby Tomlinson,,,69580,,,,R,R,,"Tomlinson, Kelby",,Kelby Tomlinson,53600,Kelby Tomlinson,18518,
torreal01,Alex Torres,"Dec 8, 1987",Alex,Torres,N/A,N/A,P,7038,Alex Torres,456776,Alex Torres,1663351,Alex Torres,torra002,torreal01,8991,Alex Torres,31125,Alex Torres,,TORRES19871208A,52546,8991,Alex Torres,"Torres, Alex",L,L,,"Torres, Alex",10755,,,Alex Torres,5167,
torrean02,Andres Torres,"Jan 26, 1978",Andres,Torres,SF,NL,OF,1488,Andres Torres,400083,Andres Torres,223497,Andres Torres,torra001,torrean02,6901,Andres Torres,5089,Andres Torres,,TORRES19780126A,1455,6901,Andres Torres,"Torres, Andres",B,R,,"Torres, Andres",,,,,3524,
torreca01,Carlos Torres,"Oct 22, 1982",Carlos,Torres,MIL,NL,P,7624,Carlos Torres,448614,Carlos Torres,1598990,Carlos Torres,torrc001,torreca01,8533,Carlos Torres,29347,Carlos Torres,,TORRES19821022A,49107,8533,Carlos Torres,"Torres, Carlos",R,R,Carlos Torres,"Torres, Carlos",10927,Carlos Torres,6192,Carlos Torres,1952,
torreyo01,Yorvit Torrealba,"Jul 19, 1978",Yorvit,Torrealba,LAA,AL,C,1135,Yorvit Torrealba,150275,Yorvit Torrealba,21717,Yorvit Torrealba,torry001,torreyo01,6795,Yorvit Torrealba,4568,Yorvit Torrealba,,TORREALBA19780719A,476,6795,Yorvit Torrealba,"Torrealba, Yorvit",R,R,,"Torrealba, Yorvit",,,,,9076,
tovarwi01,Wilfredo Tovar,"Aug 11, 1991",Wilfredo,Tovar,NYM,NL,SS,10416,Wilfredo Tovar,541600,Wilfredo Tovar,1953531,Wilfredo Tovar,tovaw001,tovarwi01,9536,Wilfredo Tovar,32190,Wilfredo Tovar,,TOVAR19910811A,59407,9536,Wilfredo Tovar,"Tovar, Wilfredo",R,R,Wilfredo Tovar,"Tovar, Wilfredo",,,,Wilfredo Tovar,9714,
tracych01,Chad Tracy,"May 22, 1980",Chad,Tracy,LAA,AL,3B,1888,Chad Tracy,429710,Chad Tracy,1670124,Chad Tracy,tracc001,tracych01,7047,Chad Tracy,5402,Chad Tracy,,TRACY19800522A,31435,7047,Chad Tracy,"Tracy, Chad",L,R,,"Tracy, Chad",,,,,4512,
travide01,Devon Travis,"Feb 21, 1991",Devon,Travis,TOR,AL,2B,13862,Devon Travis,581527,Devon Travis,2049815,Devon Travis,,travide01,9572,Devon Travis,32938,Devon Travis,,,100193,9572,Devon Travis,"Travis, Devon",R,R,Devon Travis,"Travis, Devon",,Devon Travis,38867,Devon Travis,18305,
treinbl01,Blake Treinen,"Jun 30, 1988",Blake,Treinen,WAS,NL,P,12572,Blake Treinen,595014,Blake Treinen,1953420,,,treinbl01,9672,,32185,Blake Treinen,,,68804,,,,R,R,,"Treinen, Blake",,Blake Treinen,17065,Blake Treinen,,
triggan01,Andrew Triggs,"Mar 16, 1989",Andrew,Triggs,OAK,AL,P,13533,Andrew Triggs,592811,Andrew Triggs,2119338,,,triggan01,10280,,33589,Andrew Triggs,,,68702,,,"Triggs, Andrew",R,R,,"Triggs, Andrew",,,,,,
triunca01,Carlos Triunfel,"Feb 27, 1990",Carlos,Triunfel,LAD,NL,SS,193,Carlos Triunfel,508892,Carlos Triunfel,1207709,Carlos Triunfel,triuc001,triunca01,9303,Carlos Triunfel,29503,Carlos Triunfel,Carlos Triunfel,TRIUNFEL19900207A,56881,9303,Carlos Triunfel,"Triunfel, Carlos",R,R,Carlos Triunfel,"Triunfel, Carlos",,,,,2847,
tropeni01,Nicholas Tropeano,"Aug 27, 1990",Nicholas,Tropeano,LAA,AL,P,12385,Nicholas Tropeano,607374,Nick Tropeano,2053482,Nick Tropeano,tropn001,tropeni01,9827,Nick Tropeano,33170,Nick Tropeano,,TROPEANO19900827A,69964,9827,Nick Tropeano,"Tropeano, Nick",R,R,,"Tropeano, Nicholas",,Nick Tropeano,53396,Nick Tropeano,18401,
troutmi01,Mike Trout,"Aug 7, 1991",Mike,Trout,LAA,AL,OF,10155,Mike Trout,545361,Mike Trout,1739608,Mike Trout,troum001,troutmi01,8861,Mike Trout,30836,Mike Trout,Mike Trout,TROUT19910807A,59432,8861,Mike Trout,"Trout, Mike",R,R,Mike Trout,"Trout, Mike",10956,Mike Trout,12933,Mike Trout,6305,3857
trumbma01,Mark Trumbo,"Jan 16, 1986",Mark,Trumbo,BAL,AL,OF,6876,Mark Trumbo,444432,Mark Trumbo,1104384,Mark Trumbo,trumm001,trumbma01,8824,Mark Trumbo,29322,Mark Trumbo,Mark Trumbo,TRUMBO19860116A,46716,8824,Mark Trumbo,"Trumbo, Mark",R,R,Mark Trumbo,"Trumbo, Mark",8325,Mark Trumbo,12585,Mark Trumbo,3302,3529
tuckepr01,Preston Tucker,"Jul 6, 1990",Preston,Tucker,HOU,AL,OF,13633,Preston Tucker,605512,Preston Tucker,2066800,Preston Tucker,,tuckepr01,9958,Preston Tucker,33066,Preston Tucker,,TUCKER19900706A,70886,9958,Preston Tucker,"Tucker, Preston",L,L,Preston Tucker,"Tucker, Preston",,Preston Tucker,39109,Preston Tucker,18390,
tulowtr01,Troy Tulowitzki,"Oct 10, 1984",Troy,Tulowitzki,TOR,AL,SS,3531,Troy Tulowitzki,453064,Troy Tulowitzki,589256,Troy Tulowitzki,tulot001,tulowtr01,7850,Troy Tulowitzki,28567,Troy Tulowitzki,Troy Tulowitzki,TULOWITZK19841010A,46724,7850,Troy Tulowitzki,"Tulowitzki, Troy",R,R,Troy Tulowitzki,"Tulowitzki, Troy",8617,Troy Tulowitzki,5079,Troy Tulowitzki,8035,2417
turneja01,Jacob Turner,"May 21, 1991",Jacob,Turner,CHW,AL,P,10185,Jacob Turner,545363,Jacob Turner,1699971,Jacob Turner,turnj002,turneja01,8855,Jacob Turner,30526,Jacob Turner,,TURNER19910521A,66008,8855,Jacob Turner,"Turner, Jacob",R,R,,"Turner, Jacob",10953,Jacob Turner,12927,,6072,
turneju01,Justin Turner,"Nov 23, 1984",Justin,Turner,LAD,NL,3B,5235,Justin Turner,457759,Justin Turner,1600680,Justin Turner,turnj001,turneju01,8588,Justin Turner,29607,Justin Turner,,TURNER19841123A,51991,8588,Justin Turner,"Turner, Justin",R,R,Justin Turner,"Turner, Justin",,Justin Turner,6312,Justin Turner,3013,3349
turnetr01,Trea Turner,"Jun 30, 1993",Trea,Turner,WAS,NL,2B,16252,Trea Turner,607208,Trea Turner,2135249,,,turnetr01,10056,,33710,Trea Turner,,,70917,,,"Turner, Trea",R,R,Trea Turner,"Turner, Trea",,,,Trea Turner,18368,
ueharko01,Koji Uehara,"Apr 3, 1975",Koji,Uehara,BOS,AL,P,9227,Koji Uehara,493157,Koji Uehara,1657590,Koji Uehara,uehak001,ueharko01,8394,Koji Uehara,30130,Koji Uehara,,UEHARA00000000A,44014,8394,Koji Uehara,"Uehara, Koji",R,R,Koji Uehara,"Uehara, Koji",8999,,,Koji Uehara,12704,3157
ugglada01,Dan Uggla,"Mar 11, 1980",Dan,Uggla,N/A,N/A,2B,3442,Dan Uggla,462564,Dan Uggla,292238,Dan Uggla,uggld001,ugglada01,7692,Dan Uggla,6462,Dan Uggla,Dan Uggla,UGGLA19800311A,44018,7692,Dan Uggla,"Uggla, Dan",R,R,,"Uggla, Dan",,Dan Uggla,5156,Dan Uggla,15252,
uptonbj01,Melvin Upton,"Aug 21, 1984",Melvin,Upton,TOR,AL,OF,5015,Melvin Upton Jr.,425834,Melvin Upton,390784,Melvin Upton,uptob001,uptonbj01,7333,Melvin Upton,5970,Melvin Upton,Melvin Upton,UPTON19840821A,45374,7333,Melvin Upton,"Upton, Melvin",R,R,Melvin Upton,"Upton, Melvin",7140,Melvin Upton Jr.,5614,Melvin Upton Jr.,6912,
uptonju01,Justin Upton,"Aug 25, 1987",Justin,Upton,DET,AL,OF,5222,Justin Upton,457708,Justin Upton,593198,Justin Upton,uptoj001,uptonju01,8080,Justin Upton,28841,Justin Upton,Justin Upton,UPTON19870825A,51985,8080,Justin Upton,"Upton, Justin",R,R,Justin Upton,"Upton, Justin",8606,Justin Upton,6197,Justin Upton,2269,2711
urenajo01,Jose Urena,"Sep 12, 1991",Jose,Urena,MIA,NL,P,11589,Jose Urena,570632,Jose Urena,,,,urenajo01,,,33107,Jose Urena,,,,,,,R,R,,"Urena, Jose",,,,,,
uriasju01,Julio Urias,"Aug 12, 1996",Julio,Urias,LAD,NL,P,14765,Julio Urias,628711,Julio Urias,2073700,,,uriasju01,9585,,33223,Julio Urias,,,101992,,,"Urias, Julio",L,L,Julio Urias,"Urias, Julio",,,,Julio Urias,,
uribeju01,Juan Uribe,"Jul 22, 1979",Juan,Uribe,CLE,AL,3B,454,Juan Uribe,346874,Juan Uribe,212040,Juan Uribe,uribj002,uribeju01,6698,Juan Uribe,4657,Juan Uribe,Juan Uribe,URIBE19790722A,858,6698,Juan Uribe,"Uribe, Juan",R,R,Juan Uribe,"Uribe, Juan",6613,Juan Uribe,5110,Juan Uribe,7983,
urruthe01,Henry Urrutia,"Feb 13, 1987",Henry,Urrutia,BAL,AL,OF,14441,Henry Urrutia,625329,Henry Urrutia,2064797,,,urruthe01,9465,,33090,Henry Urrutia,,,55317,,,,L,R,,"Urrutia, Henry",,,,,18229,
urshegi01,Giovanny Urshela,"Oct 11, 1991",Giovanny,Urshela,CLE,AL,3B,10681,Giovanny Urshela,570482,Giovanny Urshela,2043931,,,urshegi01,9991,,32721,Giovanny Urshela,,,60956,,,"Urshela, Giovanny",R,R,,"Urshela, Giovanny",,,,,10002,
utleych01,Chase Utley,"Dec 17, 1978",Chase,Utley,LAD,NL,2B,1679,Chase Utley,400284,Chase Utley,288923,Chase Utley,utlec001,utleych01,7072,Chase Utley,5383,Chase Utley,Chase Utley,UTLEY19781217A,16632,7072,Chase Utley,"Utley, Chase",L,R,Chase Utley,"Utley, Chase",6508,Chase Utley,5403,Chase Utley,7273,
valbulu01,Luis Valbuena,"Nov 30, 1985",Luis,Valbuena,HOU,AL,3B,4969,Luis Valbuena,472528,Luis Valbuena,1225749,Luis Valbuena,valbl001,valbulu01,8361,Luis Valbuena,29246,Luis Valbuena,Luis Valbuena,VALBUENA19851130A,46752,8361,Luis Valbuena,"Valbuena, Luis",L,R,Luis Valbuena,"Valbuena, Luis",10783,Luis Valbuena,5225,Luis Valbuena,1558,3072
valdejo01,Jose Valdez,"Jan 22, 1983",Jose,Valdez,N/A,N/A,P,3217,Jose Valdez,451990,Jose Valdez,1604395,Jose G. Valdez,valdj001,valdejo01,8905,Jose Valdez,29468,Jose Valdez,,VALDEZ19830123A,44083,8905,Jose Valdez,"Valdez, Jose",R,R,,"Valdez, Jose",,Jose Valdez,52856,Jose Valdez,16249,
valdejo02,Jordany Valdespin,"Dec 23, 1987",Jordany,Valdespin,DET,AL,2B,5098,Jordany Valdespin,518170,Jordany Valdespin,1741768,Jordany Valdespin,valdj002,valdejo02,9161,Jordany Valdespin,30907,Jordany Valdespin,,VALDESPIN19871223A,56899,9161,Jordany Valdespin,"Valdespin, Jordany",L,R,Jordany Valdespin,"Valdespin, Jordany",,Jordany Valdespin,12996,,4627,
valdera02,Raul Valdes,"Nov 27, 1977",Raul,Valdes,HOU,AL,P,1953,Raul Valdes,447744,Raul Valdes,541521,Raul Valdes,valdr002,valdera02,8706,Raul Valdes,30889,Raul Valdes,,VALDEScubaR01,49043,8706,Raul Valdes,"Valdes, Raul",L,L,,"Valdes, Raul",,,,,4007,
valdewi01,Wilson Valdez,"May 20, 1978",Wilson,Valdez,N/A,N/A,SS,1863,Wilson Valdez,407832,Wilson Valdez,284648,Wilson Valdez,valdw001,valdewi01,7421,Wilson Valdez,,,,VALDEZ19780520A,44075,7421,Wilson Valdez Suarez,"Valdez, Wilson",R,R,,"Valdez, Wilson",,,,,4280,
valenda01,Danny Valencia,"Sep 19, 1984",Danny,Valencia,SEA,AL,3B,6364,Danny Valencia,502143,Danny Valencia,1660696,Danny Valencia,valed001,valenda01,8665,Danny Valencia,29439,Danny Valencia,Danny Valencia,VALENCIA19840919A,50147,8665,Danny Valencia,"Valencia, Danny",R,R,Danny Valencia,"Valencia, Danny",9651,Danny Valencia,12292,Danny Valencia,15563,
valvejo01,Jose Valverde,"Jul 24, 1979",Jose,Valverde,SD,NL,P,1726,Jose Valverde,407878,Jose Valverde,284649,Jose Valverde,valvj001,valvejo01,7151,Jose Valverde,5504,Jose Valverde,,VALVERDE19790724A,31436,7151,Jose Valverde,"Valverde, Jose",R,R,,"Valverde, Jose",,,,,10963,
vanderi01,Rick VandenHurk,"May 22, 1985",Rick,VandenHurk,N/A,N/A,P,5099,Rick VandenHurk,462995,Rick VandenHurk,1219705,Rick VandenHurk,vandr001,vanderi01,8006,Rick VandenHurk,,,,VENDENHUR19850522A,46794,8006,Rick van den Hurk,"VandenHurk, Rick",R,R,,"VandenHurk, Rick",,,,,16202,
vanslsc01,Scott Van Slyke,"Jul 24, 1986",Scott,Van Slyke,LAD,NL,OF,4365,Scott Van Slyke,475100,Scott Van Slyke,1741024,Scott Van Slyke,vanss001,vanslsc01,9177,Scott Van Slyke,30714,Scott Van Slyke,,VANSLYKE19860724A,46792,9177,Scott Van Slyke,"Van Slyke, Scott",R,R,Scott Van Slyke,"Van Slyke, Scott",11211,Scott Van Slyke,17052,Scott Van Slyke,2928,
vargace01,Cesar Vargas,"Dec 30, 1991",Cesar,Vargas,SD,NL,P,14099,Cesar Vargas,570714,Cesar Vargas,2169704,,,vargace01,10275,,33877,Cesar Vargas,,,66379,,,"Vargas, Cesar",R,R,,"Vargas, Cesar",,Cesar Vargas,70272,Cesar Vargas,,
vargaja01,Jason Vargas,"Feb 2, 1983",Jason,Vargas,KC,AL,P,8044,Jason Vargas,450306,Jason Vargas,556425,Jason Vargas,vargj001,vargaja01,7599,Jason Vargas,6352,Jason Vargas,,VARGAS19830202A,45595,7599,Jason Vargas,"Vargas, Jason",L,L,Jason Vargas,"Vargas, Jason",8327,Jason Vargas,6200,Jason Vargas,720,
vargake01,Kennys Vargas,"Aug 1, 1990",Kennys,Vargas,MIN,AL,1B,12101,Kennys Vargas,573627,Kennys Vargas,2052567,Kennys Vargas,vargk001,vargake01,9592,Kennys Vargas,33012,Kennys Vargas,,VARGAS19900801A,60293,9592,Kennys Vargas,"Vargas, Kennys",B,R,Kennys Vargas,"Vargas, Kennys",12723,Kennys Vargas,39087,,12069,
varvaan01,Anthony Varvaro,"Oct 31, 1984",Anthony,Varvaro,BOS,AL,P,2385,Anthony Varvaro,460008,Anthony Varvaro,1725463,Anthony Varvaro,varva001,varvaan01,8840,Anthony Varvaro,30386,Anthony Varvaro,,VARVARO19841031A,52044,8840,Anthony Varvaro,"Varvaro, Anthony",R,R,,"Varvaro, Anthony",10130,Anthony Varvaro,12735,Anthony Varvaro,2861,
vasques01,Esmerling Vasquez,"Nov 7, 1983",Esmerling,Vasquez,N/A,N/A,P,5280,Esmerling Vasquez,458220,Esmerling Vasquez,1392910,Esmerling Vasquez,vasqe001,vasques01,8459,Esmerling Vasquez,,,,VASQUEZ19831107A,49097,8459,Esmerling Vasquez,"Vasquez, Esmerling",R,R,,"Vasquez, Esmerling",,,,,1352,
vazquch01,Christian Vazquez,"Aug 21, 1990",Christian,Vazquez,BOS,AL,C,9774,Christian Vazquez,543877,Christian Vazquez,1810924,Christian Vazquez,vazqc001,vazquch01,9762,Christian Vazquez,31389,Christian Vazquez,,VAZQUEZ19900821A,58767,9762,Christian Vázquez,"Vazquez, Christian",R,R,Christian Vazquez,"Vazquez, Christian",12264,Christian Vazquez,13858,Christian Vazquez,5723,
vazquja01,Javier Vazquez,"Jul 25, 1976",Javier,Vazquez,N/A,N/A,P,801,Javier Vazquez,134320,Javier Vazquez,8148,Javier Vazquez,vazqj001,vazquja01,5947,Javier Vazquez,,,,VAZQUEZ19760725A,427,,,"Vazquez, Javier",R,R,,"Vazquez, Javier",,,,,9167,
velasvi01,Vincent Velasquez,"Jun 7, 1992",Vincent,Velasquez,PHI,NL,P,11189,Vincent Velasquez,592826,Vincent Velasquez,2117039,Vincent Velasquez,,velasvi01,9992,Vincent Velasquez,31878,Vincent Velasquez,,,67143,9992,Vince Velásquez,"Velasquez, Vincent",B,R,Vincent Velasquez,"Velasquez, Vincent",,Vince Velasquez,62872,Vince Velasquez,14464,4946
venabwi01,Will Venable,"Oct 29, 1982",Will,Venable,LAD,NL,OF,211,Will Venable,461416,Will Venable,1205586,Will Venable,venaw001,venabwi01,8340,Will Venable,29224,Will Venable,Will Venable,VENABLE19821029A,49138,8340,Will Venable,"Venable, Will",L,L,Will Venable,"Venable, Will",9447,Will Venable,5036,Will Venable,3054,
ventejo01,Jonny Venters,"Mar 20, 1985",Jonny,Venters,N/A,N/A,P,7175,Jonny Venters,458924,Jonny Venters,1725409,Jonny Venters,ventj001,ventejo01,8709,Jonny Venters,30509,Jonny Venters,,VENTERS19850320A,46827,8709,Jonny Venters,"Venters, Jonny",L,L,,"Venters, Jonny",,,,Jonny Venters,5675,
